"series_id","series_label","year","date","growth_rate","index_value","population","anchor_year","anchor_index_value","index_vs_anchor_100","is_anchor_year"
"gdp","Real GDP",1847,1847-12-31,-0.213235294117647,201.88679245283,1289552,2025,38677.8871053934,0.521969547878116,FALSE
"gdp","Real GDP",1848,1848-12-31,0.0747663551401869,216.981132075472,1300251,2025,38677.8871053934,0.560995308467135,FALSE
"gdp","Real GDP",1849,1849-12-31,-0.0173913043478261,213.207547169811,1311796,2025,38677.8871053934,0.551238868319879,FALSE
"gdp","Real GDP",1850,1850-12-31,0.265486725663717,269.811320754717,1324201,2025,38677.8871053934,0.697585470528698,FALSE
"gdp","Real GDP",1851,1851-12-31,0.013986013986014,273.584905660377,1339197,2025,38677.8871053934,0.707341910675951,FALSE
"gdp","Real GDP",1852,1852-12-31,-0.186206896551724,222.641509433962,1355122,2025,38677.8871053934,0.575629968688015,FALSE
"gdp","Real GDP",1853,1853-12-31,0.23728813559322,275.471698113207,1369679,2025,38677.8871053934,0.712220130749578,FALSE
"gdp","Real GDP",1854,1854-12-31,0.047945205479452,288.679245283019,1384391,2025,38677.8871053934,0.746367671264971,FALSE
"gdp","Real GDP",1855,1855-12-31,0.111111111111111,320.754716981132,1399259,2025,38677.8871053934,0.829297412516633,FALSE
"gdp","Real GDP",1856,1856-12-31,-0.111764705882353,284.905660377358,1414283,2025,38677.8871053934,0.736611231117714,FALSE
"gdp","Real GDP",1857,1857-12-31,-0.125827814569536,249.056603773585,1429467,2025,38677.8871053934,0.643925049718798,FALSE
"gdp","Real GDP",1858,1858-12-31,0.242424242424242,309.433962264151,1444812,2025,38677.8871053934,0.80002809207487,FALSE
"gdp","Real GDP",1859,1859-12-31,-0.237804878048781,235.849056603774,1460319,2025,38677.8871053934,0.609777509203408,FALSE
"gdp","Real GDP",1860,1860-12-31,0.12,264.150943396226,1475991,2025,38677.8871053934,0.682950810307815,FALSE
"gdp","Real GDP",1861,1861-12-31,0.221428571428572,322.641509433962,1491827,2025,38677.8871053934,0.83417563259026,FALSE
"gdp","Real GDP",1862,1862-12-31,-0.146198830409357,275.471698113208,1507832,2025,38677.8871053934,0.71222013074958,FALSE
"gdp","Real GDP",1863,1863-12-31,0.0136986301369864,279.245283018868,1524005,2025,38677.8871053934,0.721976570896834,FALSE
"gdp","Real GDP",1864,1864-12-31,0.0067567567567568,281.132075471698,1540349,2025,38677.8871053934,0.726854790970461,FALSE
"gdp","Real GDP",1865,1865-12-31,0.147651006711409,322.641509433962,1556867,2025,38677.8871053934,0.83417563259026,FALSE
"gdp","Real GDP",1866,1866-12-31,-0.134502923976608,279.245283018868,1573559,2025,38677.8871053934,0.721976570896834,FALSE
"gdp","Real GDP",1867,1867-12-31,-0.0945945945945946,252.830188679245,1590427,2025,38677.8871053934,0.653681489866051,FALSE
"gdp","Real GDP",1868,1868-12-31,-0.104477611940298,226.415094339623,1607475,2025,38677.8871053934,0.585386408835272,FALSE
"gdp","Real GDP",1869,1869-12-31,0.125,254.716981132076,1629294,2025,38677.8871053934,0.658559709939681,FALSE
"gdp","Real GDP",1870,1870-12-31,0.037037037037037,264.150943396226,1653261,2025,38677.8871053934,0.682950810307815,FALSE
"gdp","Real GDP",1871,1871-12-31,-0.114285714285714,233.962264150943,1675264,2025,38677.8871053934,0.604899289129779,FALSE
"gdp","Real GDP",1872,1872-12-31,0.193548387096774,279.245283018868,1699268,2025,38677.8871053934,0.721976570896834,FALSE
"gdp","Real GDP",1873,1873-12-31,0.0743243243243243,300,1725272,2025,38677.8871053934,0.775636991706734,FALSE
"gdp","Real GDP",1874,1874-12-31,0.257861635220126,377.358490566038,1753276,2025,38677.8871053934,0.975644014725452,FALSE
"gdp","Real GDP",1875,1875-12-31,-0.045,360.377358490566,1784281,2025,38677.8871053934,0.931740034062806,FALSE
"gdp","Real GDP",1876,1876-12-31,0.12565445026178,405.660377358491,1816286,2025,38677.8871053934,1.04881731582986,FALSE
"gdp","Real GDP",1877,1877-12-31,-0.153488372093023,343.396226415094,1849291,2025,38677.8871053934,0.88783605340016,FALSE
"gdp","Real GDP",1878,1878-12-31,-0.0769230769230769,316.981132075472,1883296,2025,38677.8871053934,0.81954097236938,FALSE
"gdp","Real GDP",1879,1879-12-31,0,316.981132075472,1917301,2025,38677.8871053934,0.81954097236938,FALSE
"gdp","Real GDP",1880,1880-12-31,0.244047619047619,394.33962264151,1952306,2025,38677.8871053934,1.0195479953881,FALSE
"gdp","Real GDP",1881,1881-12-31,0.177033492822966,464.150943396227,1986311,2025,38677.8871053934,1.20004213811231,FALSE
"gdp","Real GDP",1882,1882-12-31,0.186991869918699,550.943396226415,2019316,2025,38677.8871053934,1.42444026149916,FALSE
"gdp","Real GDP",1883,1883-12-31,-0.14041095890411,473.584905660377,2052321,2025,38677.8871053934,1.22443323848044,FALSE
"gdp","Real GDP",1884,1884-12-31,0.0438247011952191,494.339622641509,2083326,2025,38677.8871053934,1.27809365929034,FALSE
"gdp","Real GDP",1885,1885-12-31,0.0725190839694656,530.188679245283,2113331,2025,38677.8871053934,1.37077984068926,FALSE
"gdp","Real GDP",1886,1886-12-31,-0.0569395017793595,500,2129334,2025,38677.8871053934,1.29272831951122,FALSE
"gdp","Real GDP",1887,1887-12-31,0.105660377358491,552.830188679245,2147337,2025,38677.8871053934,1.42931848157279,FALSE
"gdp","Real GDP",1888,1888-12-31,0.0375426621160408,573.584905660377,2173341,2025,38677.8871053934,1.48297890238268,FALSE
"gdp","Real GDP",1889,1889-12-31,-0.0296052631578947,556.603773584906,2198345,2025,38677.8871053934,1.43907492172004,FALSE
"gdp","Real GDP",1890,1890-12-31,0.0677966101694916,594.339622641509,2224349,2025,38677.8871053934,1.53663932319258,FALSE
"gdp","Real GDP",1891,1891-12-31,-0.0920634920634921,539.622641509434,2255354,2025,38677.8871053934,1.3951709410574,FALSE
"gdp","Real GDP",1892,1892-12-31,-0.132867132867133,467.924528301887,2285359,2025,38677.8871053934,1.20979857825956,FALSE
"gdp","Real GDP",1893,1893-12-31,0.399193548387097,654.716981132075,2314364,2025,38677.8871053934,1.69274236554866,FALSE
"gdp","Real GDP",1894,1894-12-31,-0.135446685878963,566.037735849057,2346369,2025,38677.8871053934,1.46346602208818,FALSE
"gdp","Real GDP",1895,1895-12-31,0.246666666666667,705.66037735849,2375374,2025,38677.8871053934,1.82445430753659,FALSE
"gdp","Real GDP",1896,1896-12-31,-0.171122994652406,584.905660377358,2408379,2025,38677.8871053934,1.51224822282445,FALSE
"gdp","Real GDP",1897,1897-12-31,-0.0806451612903226,537.735849056604,2442384,2025,38677.8871053934,1.39029272098377,FALSE
"gdp","Real GDP",1898,1898-12-31,0.129824561403509,607.54716981132,2475389,2025,38677.8871053934,1.57078686370797,FALSE
"gdp","Real GDP",1899,1899-12-31,-0.00310559006211175,605.66037735849,2509394,2025,38677.8871053934,1.56590864363435,FALSE
"gdp","Real GDP",1900,1900-12-31,-0.0342679127725857,584.905660377358,2542399,2025,38677.8871053934,1.51224822282445,FALSE
"gdp","Real GDP",1901,1901-12-31,-0.0161290322580645,575.471698113207,2576404,2025,38677.8871053934,1.48785712245631,FALSE
"gdp","Real GDP",1902,1902-12-31,0.0885245901639344,626.415094339622,2609409,2025,38677.8871053934,1.61956906444425,FALSE
"gdp","Real GDP",1903,1903-12-31,0.0813253012048192,677.358490566037,2643414,2025,38677.8871053934,1.75128100643218,FALSE
"gdp","Real GDP",1904,1904-12-31,-0.0250696378830083,660.377358490566,2690421,2025,38677.8871053934,1.70737702576954,FALSE
