"indicator_id","country","country_code","year","indicator_value","gdp_per_capita","population","owid_region","gdp_population"
"daily_income","Slovakia","SVK",2023,24.4623928070068,39518.223,5518057,"Europa",NA
"daily_income","Slovenia","SVN",2023,49.235668182373,47977.426,2118394,"Europa",NA
"daily_income","Sweden","SWE",2023,55.6033515930176,62662.766,10551493,"Europa",NA
"daily_income","Eswatini","SWZ",2016,3.38262701034546,9402.509,1149516,"África",NA
"daily_income","Seychelles","SYC",2018,21.000997543335,32841.426,115053,"África",NA
"daily_income","Syria","SYR",2022,4.61311388015747,4454.8535,22462170,"Asia",NA
"daily_income","Chad","TCD",2022,3.66110992431641,2449.4824,18455319,"África",NA
"daily_income","Togo","TGO",2021,3.85133743286133,2638.811,7936185,"África",NA
"daily_income","Thailand","THA",2024,15.7174787521362,21740.541,71702436,"Asia",NA
"daily_income","Tajikistan","TJK",2024,7.61428928375244,4755.933,10389807,"Asia",NA
"daily_income","Turkmenistan","TKM",1998,3.8300998210907,4323.302,4410511,"Asia",NA
"daily_income","East Timor","TLS",2014,3.21003222465515,4445.3594,1181913,"Asia",NA
"daily_income","Tonga","TON",2021,11.0026979446411,6929.177,105504,"Oceanía",NA
"daily_income","Trinidad and Tobago","TTO",1992,12.1717052459717,13267.978,1271681,"América del Norte",NA
"daily_income","Tunisia","TUN",2021,13.0399627685547,12444.326,12048625,"África",NA
"daily_income","Turkey","TUR",2023,27.7452926635742,35069.17,87270502,"Asia",NA
"daily_income","Tuvalu","TUV",2010,6.93993854522705,3506.0603,10635,"Oceanía",NA
"daily_income","Taiwan","TWN",2021,46.1442680358887,64701.984,23558330,"Asia",NA
"daily_income","Tanzania","TZA",2018,2.95831346511841,3392.6887,57437134,"África",NA
"daily_income","Uganda","UGA",2019,2.5614321231842,2689.4102,42999636,"África",NA
"daily_income","Ukraine","UKR",2020,13.7033014297485,17092.54,44680008,"Europa",NA
