"date","year","gdp_growth","gdp_pc_growth","gdp_index","gdp_pc_index","population"
1984-12-31,1984,-0.0135388982425861,-0.0372595399914271,64239.8882121211,3428.047539489,16712952
1985-12-31,1985,0.00193300196156732,-0.0228938555821698,64364.064042046,3349.56631419113,17137604
1986-12-31,1986,0.0651034489312976,0.0376832848734612,68554.3865984181,3475.78897581134,17590455
1987-12-31,1987,0.0358165006636406,0.00880502537565864,71009.7648315158,3506.3933859438,18061452
1988-12-31,1988,0.0582136834783051,0.030763285361421,75143.5048052865,3614.26156626499,18542449
1989-12-31,1989,-0.0856988188175155,-0.108903108176657,68703.7952016652,3220.6572479353,19025297
1990-12-31,1990,0.064679407561735,0.0386626385347384,73147.5159725516,3345.1763549565,19501849
1991-12-31,1991,0.0972988794112739,0.0714658154907406,80264.6873083992,3584.24211112381,19972039
1992-12-31,1992,0.0606047326906214,0.0362570461465639,85129.107227221,3714.19614274729,20441298
1993-12-31,1993,0.0027538806723566,-0.0197102575523784,85363.542630269,3640.98838017369,20909727
1994-12-31,1994,-0.0234950788424259,-0.0448592213318202,83357.9194659021,3477.65647656089,21377426
1995-12-31,1995,0.0395166276209111,0.0172901120142841,86651.9433286901,3537.78554658783,21844496
1996-12-31,1996,-0.00197837378028209,-0.0228502725204724,86480.5133959981,3456.94618272931,22311094
1997-12-31,1997,0.0637093151973625,0.041629761205229,91990.1276823735,3600.85802681566,22784025
1998-12-31,1998,0.00294055160519591,-0.0170189803511716,92260.629399992,3539.57509480992,23246657
1999-12-31,1999,-0.000597045814640996,-0.0201609029563796,92205.5455773526,3468.21406481664,23710809
2000-12-31,2000,0.0368694416687683,0.0112754910121291,95605.1125615538,3507.31988133262,24310896
2001-12-31,2001,0.033942361077907,0.0149596413732205,98850.175813012,3559.78812893853,24765581
2002-12-31,2002,-0.0885564735286779,-0.104975851152872,90096.3528353218,3186.09634017931,25219910
2003-12-31,2003,-0.0775530004959881,-0.0938522211668731,83109.1103391974,2887.07412180184,25673550
2004-12-31,2004,0.182866066891245,0.16232109070819,98306.9464697569,3355.7071422081,26127351
2005-12-31,2005,0.10317882978425,0.0844971877650571,108450.142166169,3639.25495868781,26577423
2006-12-31,2006,0.0987227438543281,0.0803000535072891,119156.637772205,3931.4873265971,27030656
2007-12-31,2007,0.0875348519522348,0.0696269689889109,129586.996418722,4205.22487276638,27483208
2008-12-31,2008,0.0327640830861964,0.0160691103412982,133832.795536275,4272.79909525683,27934783
2009-12-31,2009,-0.0409585869965426,-0.0561411650613464,128351.193337312,4032.91917597605,28384132
2010-12-31,2010,-0.00662008013227904,-0.0220169025144044,127501.498152346,3944.12678763011,28830996
2011-12-31,2011,0.0272894288369523,0.0118288116009122,130980.941212779,3990.7811203311,29271530
2012-12-31,2012,0.0424330003030559,0.0270599757452983,136538.855530955,4098.77156065205,29709666
2013-12-31,2013,0.00077713313674451,-0.0136183574219646,136644.964400041,4042.95302454811,30143256
2014-12-31,2014,-0.0230580718252338,-0.0229047486228893,133494.194996349,3950.35020182668,30138526
2015-12-31,2015,-0.0386872096794752,-0.0530615832564492,128329.677083532,3740.73836570033,30596024
2016-12-31,2016,-0.169780174269073,-0.174954528795905,106541.842144396,3086.27924758046,30787910
2017-12-31,2017,-0.144201072173824,-0.138590422232047,91178.3942758,2658.55050353228,30587378
2018-12-31,2018,-0.213958685796314,-0.193976712359702,71669.9848635317,2142.85361721486,29829092
2019-12-31,2019,-0.289914582952342,-0.268578796282625,50891.8110916202,1567.32857209342,28958968
2020-12-31,2020,-0.332038127240288,-0.32043696745137,33993.7894448921,1065.09855745192,28464595
2021-12-31,2021,0.0111060373799066,0.0184910884120359,34371.3257411518,1084.7933890453,28258199
2022-12-31,2022,0.0742430767059921,0.0751879402523308,36923.1587146388,1166.35676956696,28233366
2023-12-31,2023,-0.00645454251743061,-0.00953842933745186,36684.8366168373,1155.23155793819,28321273
2024-12-31,2024,0.047,0.043893891801329,38409.0239378286,1205.9391669478,28405543
2025-12-31,2025,0.007,0.00306785847239466,38677.8871053934,1209.63881763832,28516896
